Document #,Version ,Date,Title or Type of Document,Author,Reviewers,Hardcopy Location,Softcopy Format/Location,
15111-013,3,10-Dec-18,NATO Core GIS Incr. 3 Project Management Plan (PMP),BOR,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Mgmt_Plan_PMP\Releases\20181210_NU_ProjectMgmtPlan-CO14179GIS.pdf,
15111-014,0.1,09-Aug-18,NATO Core GIS Incr. 3 Draft System Architecture Document (SAD),,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Architecture_Doc_SAD\Releases\Core_GIS_Incr_3_SAD_v0.1_Draft_from_Proposal.pdf,
15111-014,1,27-Sep-18,NATO Core GIS Incr. 3 Draft System Architecture Document (SAD),LB,LL,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Architecture_Doc_SAD\Releases\20180927_NU_SystemArchitectureDocument-CO14179GIS.pdf,
15111-015,0.1,09-Aug-18,NATO Core GIS Incr. 3 Draft System Design Specification (SDS),,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Design_Spec_SDS\Releases\Core_GIS_Incr_3_SDS_v0.1_Draft_from_Proposal.pdf,
15111-015,1,27-Sep-18,NATO Core GIS Incr. 3 Draft System Design Specification (SDS),LB,LL,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Design_Spec_SDS\Releases\20180927_NU_SystemDesignSpecification-CO14179GIS.pdf,
15111-015,2,28-Sep-18,NATO Core GIS Incr. 3 Draft System Design Specification (SDS),LB,LL,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Design_Spec_SDS\Releases\20180928_NU_SystemDesignSpecification-CO14179GIS.pdf,
15111-016,0.1,10-Aug-18,NATO Core GIS Incr. 3 Draft System Development Plan (SDP),,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Devel_Plan_SDP\Releases\Core_GIS_Incr_3_SDP_v0.1_Draft_from_Proposal.pdf,
15111-016,1,11-Sep-18,NATO Core GIS Incr. 3 Draft System Development Plan (SDP),BMP,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Devel_Plan_SDP\Releases\20180911_NU_SDP-CO14179GIS.pdf,
15111-016,2,15-Oct-18,NATO Core GIS Incr. 3 Draft System Development Plan (SDP),BMP,"WE, John McD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Devel_Plan_SDP\Releases\20181015_NU_SDP-CO14179GIS.pdf,
15111-016,3,10-Dec-18,NATO Core GIS Incr. 3 Draft System Development Plan (SDP),BOR,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Devel_Plan_SDP\Releases\20181210_NU_SDP-CO14179GIS.pdf,
15111-017,0.1,09-Aug-18,NATO Core GIS Incr. 3 Draft System Testing and Acceptance Plan (STAP) - COTS Functional Testing,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Testing_Acceptance_Test_Plan_STAP\COTS_Functional_System_Testing\FT_COTS\releases\Core_GIS_Incr_3_STAP_FT_COTS_v0.1_Draft_from_Proposal.pdf,
15111-017,1,30-Oct-18,NATO Core GIS Incr. 3 Draft System Testing and Acceptance Plan (STAP) - COTS Functional Testing,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Testing_Acceptance_Test_Plan_STAP\COTS_Functional_System_Testing\FT_COTS\releases\20181030_NU_STAP-CO14179GIS.pdf,
15111-017,1.1,05-Nov-18,NATO Core GIS Incr. 3 Draft System Testing and Acceptance Plan (STAP) - COTS Functional Testing,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Testing_Acceptance_Test_Plan_STAP\COTS_Functional_System_Testing\FT_COTS\releases\NATO_COREGIS_Inc3_STAP_v1.1_draft_20181105_cb.pdf,
15111-017,1.1,06-Nov-18,NATO Core GIS Incr. 3 Draft System Testing and Acceptance Plan (STAP) - COTS Functional Testing,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Testing_Acceptance_Test_Plan_STAP\COTS_Functional_System_Testing\FT_COTS\releases\NATO_COREGIS_Inc3_STAP_v1.1_20181106.pdf,
15111-017,1.2,07-Nov-18,NATO Core GIS Incr. 3 Draft System Testing and Acceptance Plan (STAP) - COTS Functional Testing,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Testing_Acceptance_Test_Plan_STAP\COTS_Functional_System_Testing\FT_COTS\releases\NATO_COREGIS_Inc3_STAP_v1.2_20181107.pdf,
15111-018,0.1,10-Aug-18,NATO Core GIS Incr. 3 Draft System Transition Plan (STrP),,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Transition_Plan_STrP\Releases\Core_GIS_Incr_3_STrP_v0.1_Draft_from_Proposal.pdf,
15111-019,0.1,10-Aug-18,NATO Core GIS Incr. 3 Draft Test Management Plan (TMP) - Draft from Proposal,DY,BEP,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Test_Mgmt_Plan_TMP\Releases\Core_GIS_Incr_3_TMP_v0.1_Draft_from_Proposal.pdf,
15111-019,1,24-Oct-18,NATO Core GIS Incr. 3 Draft Test Management Plan (TMP) - Draft from Proposal,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Test_Mgmt_Plan_TMP\Releases\20181024_NU_TMP-CO14179GIS.pdf,
15111-020,1,11-Sep-18,NATO Core GIS Incr. 3 Quality Plan (QP),BEP,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Plan_QP\Releases\20180911_NU_Quality-Plan-CO14179GIS.pdf,
15111-020,2,09-Oct-18,NATO Core GIS Incr. 3 Quality Plan (QP),BEP,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Plan_QP\Releases\20181009_NU_QualityPlan-CO14179GIS.pdf,
15111-020,3,10-Dec-18,NATO Core GIS Incr. 3 Quality Plan (QP),"JohnMcD, JamesW, BOR","BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Plan_QP\Releases\20181210_NU_QualityPlan-CO14179GIS.pdf,
15111-021,1,11-Sep-18,NATO Core GIS Incr. 3 Risk Management Plan (RMP),BG,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Risk_Mgmt_Plan_RMP\Releases\20180911_NU_Risk-Mgmt-Plan-CO14179GIS.pdf,
15111-021,2,11-Oct-18,NATO Core GIS Incr. 3 Risk Management Plan (RMP),BG,"WE, John McD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Risk_Mgmt_Plan_RMP\Releases\20181011_NU_RiskMgmtPlan-CO14179GIS.pdf,
15111-021,3,10-Dec-18,NATO Core GIS Incr. 3 Risk Management Plan (RMP),BG,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Risk_Mgmt_Plan_RMP\Releases\20181210_NU_RiskMgmtPlan-CO14179GIS.pdf,
15111-022,1,11-Sep-18,NATO Core GIS Incr. 3 Configuration Management Plan (CMP),,,,,
(Annex A to Project Management Plan (PMP) 15111-013),BEP,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Config_Mgmt_Plan_CMP_PMP_Annex_A\Releases\20180911_NU_PMP-Annex-A-CM-Plan-CO14179GIS.pdf,,,,
15111-022,2,09-Oct-18,NATO Core GIS Incr. 3 Configuration Management Plan (CMP),,,,,
(Annex A to Project Management Plan (PMP) 15111-013),BEP,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Config_Mgmt_Plan_CMP_PMP_Annex_A\Releases\20181009_NU_PMPAnnexACMPlan-CO14179GIS.pdf,,,,
15111-022,3,10-Dec-18,NATO Core GIS Incr. 3 Configuration Management Plan (CMP),,,,,
(Annex A to Project Management Plan (PMP) 15111-013),BG,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Config_Mgmt_Plan_CMP_PMP_Annex_A\Releases\20181210_NU_RiskMgmtPlan-CO14179GIS.pdf,,,,
15111-023.01,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Company and Project Introduction,BOR/BG/LB,BEP/WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180813-Company_Project_Introduction.pptx,
15111-023.01,2,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Company and Project Introduction,BOR/BG/LB,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180820-Company_Project_Introduction.pptx,
15111-023.02,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Solution and System Demonstration,BMP,BEP/WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180813-Solution_System-Demo.pptx,
15111-023.02,2,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Solution and System Demonstration,BMP,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180820-Solution_System-Demo.pptx,
15111-023.03,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Project Management,BOR,BEP/WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180813-Project Management.pptx ,
15111-023.03,2,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Project Management,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180820-Project-Management.pptx,
15111-023.04,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - System Engineering and Working Groups,DY/LB,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180813-Systems_Engineering_Working Groups.pptx,
15111-023.04,2,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - System Engineering and Working Groups,DY/LB,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180820-System_Engineering_Working_Groups.pptx,
15111-023.05,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Project Scheduling,BOR,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180813-Project-Planning-Schedule.pptx,
15111-023.05,2,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Project Scheduling,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180820-Project-Planning-Schedule.pptx,
15111-023.06,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Risk and Issue Log,BG/BMP,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180813-Risk-and_Issue-Log.pptx ,
15111-023.06,2,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Risk and Issue Log,BG/BMP,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Presentations\Releases\20180820-Risk-and_Issue-Log.pptx,
15111-023.07,1,21-23 Aug 18,NATO Core GIS Incr. 3 Project Kick-off Meeting - Management Documents and Deliverables,BG,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Releases\20180813-Management-Documents_and-Deliverables.xlsx,
15111-024,1,28-Aug-18,NATO Core GIS Incr. 3 Project Kick-off Meeting Minutes,CA,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Minutes\Releases\20180828_NU_Kick-Off-Meeting-Minutes-CO14179GIS.pdf,
15111-024,2,30-Aug-18,NATO Core GIS Incr. 3 Project Kick-off Meeting Minutes,CA,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Minutes\Releases\20180830_NU_Kick-Off-Meeting-Minutes-CO14179GIS.pdf,
15111-024,3,24-Sep-18,NATO Core GIS Incr. 3 Project Kick-off Meeting Minutes,CA,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180821_23-Kick-Off\Minutes\Releases\20180924_NU_Kick-Off-Meeting-Minutes-CO14179GIS.pdf,
15111-025,1,10-20 Sep 18,NATO Core GIS Incr 3 Requirements and PMIC Installation Topics,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Meetings\20180910_19-PMIC_Requirements_Install\Draft_Agenda.pptx,
15111-026,1,11-Sep-18,NATO Core GIS Incr 3 Lessons Log,BEP,BG,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Lessons_Log\Releases\20180911_NU_Lessons-Log-CO14179GIS.xlsx,
15111-026,2,01-Oct-18,NATO Core GIS Incr 3 Lessons Log,BOR/BG/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Lessons_Log\Releases\20181001_NU_Lessons-Log-CO14179GIS.xlsx,
15111-027,1,11-Sep-18,NATO Core GIS Incr 3 Issue Register,BG,BEP,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Issue_Register\Releases\20180911_NU_Issue-Register-CO14179GIS.xlsx,
15111-027,2,03-Oct-18,NATO Core GIS Incr 3 Issue Register,BG/BOR/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Issue_Register\Releases\20181003_NU_IssueRegister-CO14179GIS.xlsx,
15111-027,3,13-Nov-18,NATO Core GIS Incr 3 Issue Register,BG/BOR/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Issue_Register\Releases\20181113_NU_IssueRegister-CO14179GIS.xlsx,
15111-027,4,14-Nov-18,NATO Core GIS Incr 3 Issue Register,BG/BOR/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Issue_Register\Releases\20181114_NU_IssueRegister-CO14179GIS.xlsx,
15111-027,5,15-Nov-18,NATO Core GIS Incr 3 Issue Register,BG/BOR/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Issue_Register\Releases\20181115_NU_IssueRegister-CO14179GIS.xlsx,
15111-028,1,11-Sep-18,NATO Core GIS Incr 3 Quality Register,BEP,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20180911_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,2,15-Oct-18,NATO Core GIS Incr 3 Quality Register,BEP/WE,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181015_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,3,24-Oct-18,NATO Core GIS Incr 3 Quality Register,BEP/WE,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181024_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,4,26-Oct-18,NATO Core GIS Incr 3 Quality Register,BEP,JohnMcD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181026_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,5,16-Nov-18,NATO Core GIS Incr 3 Quality Register,BEP,JohnMcD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181116_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,6,05-Dec-18,NATO Core GIS Incr 3 Quality Register,BEP,JohnMcD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181205_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,7,11-Dec-18,NATO Core GIS Incr 3 Quality Register,BEP,JohnMcD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181211_NU_Quality-Register-CO14179GIS.xlsx,
15111-028,8,18-Dec-18,NATO Core GIS Incr 3 Quality Register,BEP,JohnMcD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Quality_Register\Releases\20181218_NU_Quality-Register-CO14179GIS.xlsx,
15111-029,1,11-Sep-18,NATO Core GIS Incr 3 Risk Register,BG,BEP,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Risk_Register\Releases\20180911_NU_Risk-Register-CO14179GIS.xlsx,
15111-029,2,03-Oct-18,NATO Core GIS Incr 3 Risk Register,BG/BOR/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Risk_Register\Releases\20181003_NU_RiskRegister-CO14179GIS.xlsx,
15111-029,3,14-Nov-18,NATO Core GIS Incr 3 Risk Register,BG/BOR/BEP,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Risk_Register\Releases\20181114_NU_RiskRegister-CO14179GIS.xlsx,
15111-030,1,11-Sep-18,NATO Core GIS Incr. 3 Project Work Breakdown Structure (PWBS),BEP/BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Work_Breakdown_Structure_PWBS\Releases\20180911_NU_PWBS-CO14179GIS.xlsx,
15111-030,2,15-Oct-18,NATO Core GIS Incr. 3 Project Work Breakdown Structure (PWBS),BG,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Work_Breakdown_Structure_PWBS\Releases\20181015_NU_PWBS-CO14179GIS.xlsx,
15111-030,3,10-Dec-18,NATO Core GIS Incr. 3 Project Work Breakdown Structure (PWBS),BG,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Work_Breakdown_Structure_PWBS\Releases\20181210_NU_PWBS-CO14179GIS.xlsx,
15111-031,1,07-Sep-18,NATO Core GIS Incr. 3 Project Highlight Report for August 2018,BEP/BOR,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Highlight_Reports\20180831\Releases\20180907_NU_PHR-August-2018-CO14179GIS.pdf,
15111-031,2,23-Sep-18,NATO Core GIS Incr. 3 Project Highlight Report for August 2018,BEP/BOR,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Highlight_Reports\20180831\Releases\20180923_NU_PHR-August-2018-CO14179GIS.pdf,
15111-032,1,11-Sep-18,NATO Core GIS Incr. 3 Work Package Management,LL,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Work_Package_Mgmt\Releases\20180911_NU_WP-Mgmt-CO14179GIS.pdf,
15111-032,2,09-Oct-18,NATO Core GIS Incr. 3 Work Package Management,LL/WE,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Work_Package_Mgmt\Releases\20181009_NU_WPMgmt-CO14179GIS.pdf,
15111-032,3,10-Dec-18,NATO Core GIS Incr. 3 Work Package Management,BOR,"BEP, John McD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Work_Package_Mgmt\Releases\20181210_NU_WPMgmt-CO14179GIS.pdf,
15111-033,1,11-Sep-18,NATO Core GIS Incr. 3 Project Product Breakdown Structure (PPBS),BG/BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Product_Breakdown_Structure_PPBS\Releases\20180911_NU_PPBS-CO14179GIS.pdf,
15111-033,2,15-Oct-18,NATO Core GIS Incr. 3 Project Product Breakdown Structure (PPBS),BG/BOR,BEP,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Product_Breakdown_Structure_PPBS\Releases\20181015_NU_PPBS-CO14179GIS.pdf,
15111-033,3,10-Dec-18,NATO Core GIS Incr. 3 Project Product Breakdown Structure (PPBS),BG,"BEP, JohnMcD",,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\Project_Product_Breakdown_Structure_PPBS\Releases\20181210_NU_PPBS-CO14179GIS.pdf,
15111-034,0.1,11-Sep-18,NATO Core GIS Incr. 3 Draft System Requirements Specification (SRS),DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Baseline_Documents\System_Requirements_Specification_SRS\SRS.book,
15111-035,1,02-Oct-18,NATO Core GIS Incr. 3 System Requirements Review - Process,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20181002-SRR-1\Presentations\Releases\20180924-SRR-1-Overview.pptx,
15111-035,2,01-Oct-18,NATO Core GIS Incr. 3 System Requirements Review - Process,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20181002-SRR-1\Presentations\Releases\20180927_NU_SRR-1-Overview-CO14179GIS.pptx,
15111-036,1,03-Oct-18,NATO Core GIS Incr. 3 FT (COTS) - TRR,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20181031-FT_COTS_TRR\Presentations\Releases\20180918-FT_COTS_TRR.pptx,
15111-036,2,23-Oct-18,NATO Core GIS Incr. 3 FT (COTS) - TRR,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20181003-FT_COTS_TRR\Presentations\Releases\20181023-NU_FT_COTS_TRR-CO14179GIS.pptx,
15111-037,1,04-Oct-18,NATO Core GIS Incr. 3 Preliminary Design Review - Process,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20181002-PDR-1\Presentations\Releases\20180927_NU_PDR1Overview-CO14179GIS.pptx,
15111-038,1,21-Sep-18,Solicitation of Quotation from Mr. Derek Sedlmyer - Letter,WE/BOR,WE,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\0_contract_docs\Subcontracts\Derek_Sedlmyer\Derek_Sedlmyer_solicitation.fm,
15111-039,1,24-Sep-18,NATO Core GIS Incr. 3 - SRR-1 Workshop & initial PMIC Software Installation/ Configuration Meeting Minutes,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Meetings\20180910_19-PMIC_Requirements_Install\Minutes\doc.book,
15111-040,1,01-Oct-18,NATO Core GIS Incr. 3 - Project Checkpoint Review - Report (PCR-R),BEP,BOR,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\PCR\20180924\Report\Releases20181001_NU_ProjectCheckpointReviewReport-CO14179GIS.pdf,
15111-040,2,02-Oct-18,NATO Core GIS Incr. 3 - Project Checkpoint Review - Report (PCR-R),BEP,BOR,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180924-Project_Checkpoint_Review_PCR\Report\Releases\20181002_NU_ProjectCheckpointReviewReport-CO14179GIS.pdf,
15111-041,1,01-Oct-18,NATO Core GIS Incr. 3 - Project Management Review - Report (PMR-R),BEP,BOR,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180925-27-PMR\Report\Releases\20181001_NU_ProjectManagementReviewReport-CO14179GIS.pdf,
15111-041,2,02-Oct-18,NATO Core GIS Incr. 3 - Project Management Review - Report (PMR-R),BEP,BOR,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180925-27-PMR\Report\Releases\20181002_NU_ProjectManagementReviewReport-CO14179GIS.pdf,
15111-042,1,27-Sep-18,Core GIS Incr. 3 Path Forward for Project Documentation,BOR,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180925-27-PMR\Path_Forward\20180927-PMR-Forward.pptx,
15111-043,1,27-Sep-18,NATO Core GIS Incr. 3 FT (COTS) - TRR Agenda,DY,,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20181031-FT_COTS_TRR\Presentations\Releases\20180927_NU_FT_COTS_TRRAgenda-CO14179GIS.pptx,
15111-044,1,15-Oct-18,Core GIS Incr. 3 Compliance Matrix,BOR/LL/BEP/etc.,John McD,,\\vault\cslt\docs\2015\15111-NATO_Core_GIS_Increment_3\Formal_Events\20180925-27-PMR\Path_Forward\Releases\20181015-NU_ComplianceMatrix-CO14179GIS.xlsx,
